1631 1811 0.372250 0.021000
378 1940 0.227500 0.259500
1192 1811 0.221000 0.065250
1282 1988 0.016750 0.418750
1507 43 0.834000 0.086750
531 1534 0.166000 0.260750
578 81 0.447750 0.079750
1638 1983 0.534000 0.058750
235 497 0.065250 0.475000
805 1629 0.013000 0.597250
159 74 0.032500 0.458500
1491 380 0.308250 0.111250
622 856 0.169750 0.203750
925 1585 0.102000 0.380250
308 695 0.740750 0.023250
64 1550 0.121000 0.429000
1867 1681 0.410750 0.235500
119 1111 0.147500 0.238500
480 1221 0.025750 0.149250
1639 390 0.307250 0.383500
1406 1629 0.044000 0.393000
255 1432 0.443750 0.185250
892 893 0.331250 0.143000
1352 78 0.401500 0.116250
297 596 0.264250 0.288000
1937 116 0.269000 0.127000
875 1160 0.551250 0.380250
1631 1259 0.493750 0.026250
61 591 0.036250 0.017250
1538 777 0.777500 0.050250
946 67 0.285500 0.080750
1681 409 0.134750 0.228250
858 195 0.083500 0.479250
1804 1774 0.149250 0.054250
510 1631 0.013500 0.192250
1012 7 0.068000 0.123250
470 713 0.058250 0.360750
292 480 0.402500 0.127250
64 1485 0.061250 0.619500
1724 1407 0.056000 0.056750
1941 1302 0.059500 0.499000
858 1849 0.234750 0.191750
1804 1774 0.393500 0.066750
1195 1255 0.069750 0.732250
217 713 0.019500 0.906000
1551 591 0.207000 0.179250
1674 1509 0.721000 0.014500
1867 447 0.203250 0.063000
1639 114 0.119500 0.188750
308 135 0.074500 0.201250
481 709 0.293250 0.358750
1559 1756 0.169000 0.350750
923 262 0.568750 0.023250
286 661 0.076500 0.093500
1867 1058 0.488000 0.268250
41 847 0.219000 0.078250
986 1365 0.247500 0.078250
1595 1837 0.160750 0.196250
1638 1551 0.394000 0.081250
419 899 0.666500 0.027750
923 1147 0.230250 0.015000
379 1866 0.045750 0.524000
1425 377 0.238250 0.051250
378 1204 0.188500 0.148000
1319 12 0.017250 0.490000
377 1538 0.018500 0.818500
1399 1635 0.040000 0.487750
1073 7 0.071500 0.689250
38 114 0.219750 0.673250
1152 1625 0.335000 0.447250
1955 833 0.753000 0.021250
1797 170 0.051500 0.987250
163 1994 0.139000 0.124500
400 516 0.120000 0.489250
15 596 0.144000 0.332500
368 1195 0.341250 0.179750
689 11 0.045000 0.468250
753 1819 0.910500 0.068750
400 516 0.114000 0.525250
1909 1819 0.213250 0.206250
568 1700 0.365500 0.430500
923 1330 0.939000 0.020250
1929 481 0.124500 0.308500
744 603 0.022750 0.687750
119 79 0.184500 0.202750
1454 368 0.109250 0.345750
544 367 0.037750 0.148750
892 1858 0.293750 0.068750
301 329 0.029250 0.216500
524 591 0.732000 0.087250
935 1756 0.281000 0.169000
1087 777 0.317500 0.157750
1923 227 0.275250 0.078250
541 1455 0.371750 0.078250
485 136 0.033500 0.480750
1487 635 0.127000 0.281750
544 811 0.037750 0.399250
802 1888 0.105750 0.219250
892 200 0.480000 0.036750
695 652 0.367500 0.143750
1134 1940 0.224500 0.249000
969 1093 0.156750 0.313000
292 657 0.885250 0.092750
1409 165 0.014000 0.728750
310 776 0.084250 0.730750
1956 1442 0.027500 0.087000
567 856 0.853750 0.035500
227 424 0.247500 0.142000
95 832 0.433500 0.294500
1794 1650 0.067500 0.124750
169 821 0.406000 0.059750
644 1046 0.230500 0.224750
1454 8 0.024500 0.637000
286 1259 0.127250 0.094500
1055 382 0.213250 0.100000
478 1173 0.295000 0.360000
226 1867 0.700250 0.145000
739 11 0.884750 0.013000
262 1523 0.436250 0.359250
1096 430 0.563250 0.095500
688 1039 0.089500 0.165000
1365 856 0.234250 0.159500
226 351 0.542250 0.044250
890 1071 0.048500 0.358750
12 582 0.220250 0.079500
540 1543 0.714000 0.019500
1091 469 0.040250 0.328000
1485 622 0.374250 0.069500
445 1614 0.670250 0.140750
310 1304 0.353250 0.217250
1972 1263 0.013250 0.195750
1010 582 0.309500 0.610750
1111 596 0.106000 0.276500
1820 1631 0.036000 0.269750
1433 1204 0.110750 0.155250
1523 1748 0.219000 0.085500
1899 790 0.249250 0.147250
1342 759 0.112250 0.516750
112 1523 0.282750 0.445750
337 1012 0.214750 0.365250
1537 874 0.069000 0.160500
1724 401 0.181500 0.299500
1332 680 0.301500 0.302000
1311 54 0.968500 0.019000
163 377 0.150500 0.053750
892 1192 0.174500 0.086250
481 828 0.101000 0.672000
693 399 0.298750 0.074000
1538 49 0.572500 0.144250
1804 1061 0.634500 0.037250
1436 1534 0.366000 0.367250
136 1650 0.154500 0.056500
1012 1642 0.166000 0.560000
119 867 0.020500 0.614250
267 478 0.210500 0.084250
847 1653 0.029250 0.200750
832 879 0.029750 1.000250
1167 1722 0.571250 0.267500
1588 305 0.122500 0.079250
1744 731 0.023750 0.375750
1135 800 0.320000 0.233250
916 15 0.826500 0.018250
1534 833 0.160000 0.073500
1631 1995 0.175000 0.023250
1424 695 0.360250 0.039000
1994 1388 0.030000 0.107250
746 1841 0.362750 0.176750
128 1087 0.456000 0.083000
759 1635 0.344250 0.073250
1969 1990 0.051000 0.280750
969 1994 0.165250 0.068250
1820 1167 0.157250 0.200500
1994 800 0.053250 0.133250
833 191 0.117000 0.131500
1816 852 0.647000 0.118500
1888 494 0.013500 0.899500
1491 800 0.701500 0.070000
527 1074 0.033750 0.317750
1912 458 0.106250 0.545000
1746 1621 0.315500 0.270750
644 732 0.093500 0.134500
1491 501 0.079500 0.062500
1180 384 0.461250 0.280250
1788 713 0.028250 0.604500
1433 1342 0.017250 0.289250
41 121 0.382000 0.059000
141 1160 0.416750 0.175750
1417 1167 0.044750 0.124500
1055 1134 0.111750 0.427250
1299 828 0.020500 0.353750
898 1781 0.020750 0.813500
1606 1731 0.499000 0.358750
935 1473 0.067250 0.069250
1277 997 0.049000 0.158500
811 1909 0.613500 0.102500
1075 245 0.736000 0.016000
502 141 0.062500 0.269500
1233 1433 0.421750 0.150750
292 1108 0.722000 0.017250
1306 401 0.100500 0.383000
1565 99 0.137000 0.243500
1965 152 0.248500 0.100250
1929 163 0.161500 0.272250
642 183 0.026000 0.994750
419 653 0.317500 0.027750
384 582 0.158000 0.528500
1674 372 0.475250 0.366250
462 1331 0.207250 0.172750
419 1866 0.217750 0.134500
538 1955 0.019750 0.975500
1055 1387 0.282000 0.380000
1087 1563 0.449500 0.542750
153 1908 0.137250 0.082750
82 1534 0.426750 0.362750
258 1953 0.096750 0.480250
1192 1304 0.167250 0.051250
415 1221 0.019500 0.796000
285 1772 0.160000 0.334500
1788 377 0.211750 0.210000
1272 7 0.045750 0.868750
1888 79 0.131750 0.108500
1406 43 0.114250 0.040500
578 200 0.578250 0.018750
1921 119 0.306250 0.034000
1299 1195 0.187250 0.053750
654 1167 0.012500 0.436500
720 1458 0.117250 0.578250
54 1306 0.404750 0.184250
1621 1103 0.220250 0.315000
1849 888 0.056000 0.275500
1156 195 0.113750 0.158250
1639 1487 0.519000 0.093250
1270 951 0.028000 0.519250
198 680 0.892250 0.087000
184 1700 0.884750 0.015250
152 54 0.111500 0.438500
255 396 0.907250 0.059000
1588 1359 0.043000 0.405500
531 1690 0.123250 0.329500
1905 1029 0.239750 0.221000
378 786 0.043000 0.076000
1110 1156 0.110750 0.150750
1615 12 0.122500 0.193750
1015 1708 0.018750 0.636250
134 1565 0.055750 0.459500
1432 1859 0.403250 0.145500
1096 319 0.078000 0.826750
524 893 0.480750 0.151750
67 1483 0.069500 0.050000
1972 603 0.038250 0.778750
308 642 0.382000 0.099250
1342 195 0.198000 0.479000
1571 568 0.429250 0.511750
1331 81 0.496250 0.136500
893 395 0.124000 0.151000
1208 1367 0.108500 0.108750
813 1167 0.061500 0.641500
946 1872 0.206250 0.091500
603 1971 0.603000 0.034000
946 1297 0.171250 0.205500
898 899 0.240750 0.169750
568 475 0.129750 0.354750
746 1115 0.678250 0.034500
232 1210 0.117500 0.068500
1010 1560 0.209000 0.058750
215 1642 0.062250 0.201500
198 769 0.656250 0.018250
368 923 0.021750 0.873750
1202 11 0.042250 0.680250
1504 1458 0.082000 0.120750
1565 802 0.283750 0.068250
1635 1717 0.626500 0.159500
718 187 0.206000 0.031750
1411 800 0.078250 0.131750
1259 215 0.083500 0.276500
19 1243 0.207250 0.294250
538 1506 0.104000 0.232500
1754 481 0.664000 0.053250
1623 1425 0.900250 0.017000
1110 1146 0.454250 0.178000
1898 1111 0.221000 0.208500
1495 1741 0.194250 0.300000
136 1880 0.595250 0.079250
695 494 0.014000 0.832500
18 141 0.231750 0.077750
925 1756 0.083000 0.293500
1352 24 0.862000 0.123000
1595 590 0.178750 0.128750
1189 1272 0.722250 0.021750
1983 1621 0.090000 0.220250
1554 1940 0.074750 0.453500
695 39 0.549250 0.185750
451 1134 0.081250 0.062500
1888 1274 0.047500 0.143250
492 478 0.031500 0.012750
1971 1877 0.142500 0.083250
391 1837 0.954500 0.069000
1259 215 0.106500 0.294500
19 1243 0.212500 0.282250
1623 1425 0.852750 0.015750
1166 136 0.298000 0.037500
1504 575 0.373750 0.271250
1804 805 0.650500 0.021000
82 654 0.424500 0.068500
888 828 0.054750 0.142250
1373 607 0.928500 0.042750
1096 1012 0.492750 0.185500
635 1135 0.053750 0.254000
169 893 0.249750 0.150500
82 607 0.579500 0.271250
1135 1458 0.118000 0.080500
1506 11 0.086250 0.464500
1424 1206 0.408750 0.018000
165 1081 0.582250 0.041750
54 1256 0.146000 0.161500
1495 372 0.050250 0.803250
1971 596 0.403250 0.261000
596 165 0.035250 0.388000
113 609 0.101000 0.288250
1424 596 0.482750 0.053250
1923 30 0.593500 0.090750
1406 1625 0.049250 0.315250
1722 81 0.139500 0.189750
1856 709 0.021500 0.106250
1866 175 0.480250 0.147750
1192 1039 0.121000 0.035250
47 447 0.285750 0.230750
459 1433 0.366250 0.159500
1312 1388 0.693750 0.056500
1367 1908 0.159250 0.091500
778 267 0.164250 0.166000
813 1135 0.035500 0.445500
856 1195 0.269500 0.122750
1495 1741 0.041000 0.114750
1845 61 0.052000 0.271250
1058 242 0.098250 0.015750
1820 1955 0.029000 0.302500
49 569 0.482000 0.377000
1479 1039 0.889000 0.048000
1955 41 0.041500 0.095000
1272 1909 0.163500 0.465000
1495 1746 0.141250 0.353250
1709 776 0.028750 0.358000
552 1103 0.267250 0.283250
143 501 0.044250 0.213000
729 1406 0.196500 0.132750
472 66 0.018750 0.297750
399 1983 0.303000 0.119250
1588 447 0.315000 0.280250
187 1988 0.024750 0.686250
1905 852 0.389500 0.190750
1148 1781 0.021000 0.526750
1011 709 0.103000 0.206500
326 1297 0.020500 0.551000
30 591 0.094500 0.070250
1232 1378 0.487500 0.045750
379 1504 0.060250 0.064500
1940 1297 0.108000 0.426000
1811 1642 0.067250 0.698750
575 1256 0.143750 0.385500
1942 367 0.014250 0.285500
1791 1192 0.024250 0.257500
1311 1734 0.755250 0.019500
642 1459 0.350500 0.018000
688 709 0.057500 0.140250
1422 1259 0.101500 0.173750
1751 1129 0.377500 0.127000
1086 807 0.023250 0.287750
1342 1086 0.874000 0.172750
1072 1755 0.263000 0.230250
1980 1011 0.347000 0.184000
1035 1819 0.152250 0.239250
379 1509 0.175250 0.168250
1030 1585 0.088500 0.762750
376 66 0.266500 0.650000
1215 1491 0.027250 0.806750
47 1998 0.028000 0.656500
1273 603 0.025250 0.918500
1551 384 0.251750 0.056250
1763 462 0.109250 0.022000
1746 1424 0.047250 0.896500
979 710 0.602000 0.016250
1538 800 0.584250 0.063250
485 1888 0.026500 0.398000
1330 1256 0.049750 0.220250
1912 1559 0.133500 0.279000
4 638 0.019750 0.537500
106 106 0.049750 0.049000
113 85 0.069250 0.816500
527 635 0.052500 0.210750
1291 1019 0.032000 0.466250
1225 1756 0.046500 0.330000
200 1614 0.113500 0.272500
802 695 0.019500 0.420000
1856 1562 0.013250 0.443750
640 1081 0.076750 0.319500
1491 1659 0.132500 0.020750
540 8 0.098250 0.137250
1697 1390 0.397500 0.037000
898 337 0.203750 0.245000
481 1625 0.188500 0.435000
1224 1255 0.018250 0.205250
1595 1877 0.084500 0.235500
301 475 0.028250 0.375000
1746 1225 0.253250 0.089250
1152 1473 0.178500 0.238500
1983 657 0.028000 0.310000
481 1621 0.045500 0.079000
1682 1990 0.018250 0.868750
1804 568 0.303750 0.063250
95 1299 0.248250 0.214000
578 746 0.095500 0.178000
898 30 0.122500 0.261500
1507 1638 0.341000 0.193500
672 1072 0.927000 0.015250
458 1221 0.028750 0.553500
892 474 0.630500 0.039250
1690 936 0.069250 0.446000
986 942 0.522750 0.067250
123 1293 0.082750 0.197000
524 1250 0.015750 0.989750
1015 1373 0.015000 0.664000
541 782 0.521000 0.036250
4 235 0.033750 0.917750
680 1990 0.019750 0.316250
1953 526 0.605500 0.093250
1053 372 0.053750 0.891000
1487 1114 0.217000 0.253750
1697 69 0.179500 0.038750
1788 1994 0.106000 0.164250
285 923 0.013000 0.705000
941 10 0.179000 0.185000
1019 993 0.090000 0.436500
1440 1322 0.346500 0.153250
1724 777 0.215000 0.031750
1387 1404 0.047250 0.734000
1117 1615 0.355500 0.085000
1588 1455 0.055000 0.129000
641 114 0.017750 0.606250
567 1283 0.305000 0.158500
308 106 0.060000 0.100000
722 99 0.365750 0.013000
82 1629 0.051250 0.280500
1495 1256 0.018500 0.149250
533 1998 0.047250 0.418250
82 1819 0.516250 0.257750
459 1793 0.433250 0.064250
541 1690 0.356000 0.145000
1455 326 0.307500 0.075500
1891 1406 0.130250 0.166250
601 424 0.193250 0.332000
1417 1442 0.184000 0.138250
1915 1274 0.052500 0.095750
409 1093 0.124750 0.294750
553 1075 0.031500 0.671500
475 1146 0.474500 0.091250
947 993 0.027000 0.660000
1232 1797 0.357500 0.337750
1417 100 0.081500 0.083500
1565 1793 0.200250 0.031500
1744 424 0.194500 0.116250
1684 1388 0.099000 0.171250
472 664 0.061750 0.570250
8 575 0.647250 0.020500
1455 671 0.176000 0.181500
1751 636 0.121750 0.157750
1731 1994 0.225000 0.129000
1841 1442 0.245500 0.059250
748 1424 0.012750 0.585250
242 1755 0.075750 0.329750
226 678 0.898000 0.056750
642 746 0.231250 0.209500
396 447 0.086250 0.082250
739 638 0.511500 0.016000
538 1994 0.045000 0.024000
680 1918 0.335750 0.092250
38 46 0.015750 0.941750
947 10 0.125500 0.256250
286 1590 0.282500 0.083000
1302 1623 0.102000 0.481500
729 938 0.110000 0.304250
337 1195 0.285500 0.200250
1156 1559 0.167250 0.034250
1504 1990 0.016000 0.469500
94 672 0.053500 0.234750
1433 1918 0.182750 0.209000
1244 1724 0.232750 0.259750
1781 1819 0.972750 0.015000
892 1373 0.065750 0.311250
54 458 0.267250 0.204250
85 1590 0.429750 0.021250
1631 1888 0.518000 0.051500
541 1724 0.195250 0.107500
979 255 0.251500 0.026250
1741 654 0.159750 0.046750
709 591 0.070500 0.185250
729 30 0.098750 0.234500
1741 236 0.162250 0.169500
123 1615 0.063500 0.170750
67 938 0.163000 0.304000
112 1748 0.166750 0.175750
1638 1609 0.457750 0.106750
1838 579 0.913500 0.016000
1741 1256 0.100750 0.550000
1550 7 0.106500 0.334500
527 555 0.176250 0.240750
1724 474 0.436750 0.033000
856 896 0.152000 0.075000
1507 1274 0.494500 0.125000
1424 526 0.445250 0.024750
572 12 0.076000 0.068250
112 447 0.204250 0.316000
1189 1621 0.473000 0.035750
524 713 0.017750 0.089500
1233 1134 0.358000 0.402250
1898 877 0.293500 0.250250
1754 1442 0.260250 0.058500
644 78 0.266000 0.306250
94 925 0.553250 0.013500
1180 123 0.136250 0.232000
1635 1297 0.074750 0.458000
1690 1990 0.027500 0.581750
1899 1988 0.107250 0.029750
565 1263 0.015250 0.606250
1606 1708 0.133000 0.541500
644 1851 0.119750 0.698000
892 299 0.510000 0.053250
159 553 0.078500 0.300250
858 642 0.024000 0.487500
403 1585 0.152500 0.319500
1147 1147 0.147500 0.168000
94 1781 0.050250 0.421000
510 1459 0.162000 0.261250
1537 1812 0.014000 0.137250
671 684 0.185500 0.059750
636 1433 0.195000 0.169000
286 390 0.171500 0.656000
85 784 0.100500 0.254750
1682 1388 0.137500 0.199750
892 159 0.263000 0.021750
1900 1642 0.061750 0.272250
923 569 0.531750 0.021500
1110 578 0.149500 0.285250
867 832 0.850000 0.184750
384 1994 0.226500 0.275250
1772 501 0.069750 0.134500
242 941 0.070500 0.481500
451 1969 0.347750 0.395750
575 1988 0.049250 0.651000
169 169 0.127500 0.126750
1829 501 0.014750 0.087500
799 811 0.139750 0.419750
1010 99 0.134500 0.108000
935 1724 0.112250 0.071750
898 97 0.036000 0.142250
804 1107 0.380250 0.169000
1086 833 0.111500 0.260250
533 133 0.024500 0.242500
1036 710 0.309000 0.714250
524 1059 0.192500 0.197500
106 1331 0.540500 0.021000
113 710 0.279500 0.545750
1507 291 0.685750 0.030750
235 1173 0.737250 0.056000
832 1147 0.195000 0.546250
1180 874 0.262750 0.233500
979 1233 0.882000 0.024000
419 165 0.022250 0.046250
1912 396 0.105500 0.214750
1915 1093 0.076750 0.110000
729 1306 0.156000 0.167750
802 74 0.058750 0.915000
718 1272 0.497750 0.090250
1382 776 0.044750 0.418750
744 8 0.054000 0.407750
1134 1479 0.118750 0.580250
640 136 0.057000 0.219500
459 1625 0.173500 0.060250
1028 1877 0.062000 0.236750
1180 1210 0.231750 0.330750
100 1160 0.158000 0.063500
1772 399 0.358750 0.369500
18 1135 0.452250 0.085250
447 585 0.093500 0.118000
1487 1523 0.083750 0.194750
903 516 0.213750 0.241500
1053 769 0.337250 0.119000
445 923 0.044000 0.762500
24 1693 0.077500 0.212500
1988 1146 0.784750 0.042750
896 12 0.040250 0.334500
753 497 0.025750 0.854750
24 1551 0.050500 0.170500
890 1244 0.119250 0.668000
950 260 0.605500 0.316750
398 1407 0.012500 0.473250
1683 1841 0.072250 0.830750
672 1425 0.971000 0.022750
308 69 0.895000 0.012750
297 1228 0.128500 0.019500
301 1413 0.022250 0.163500
1067 767 0.486250 0.035500
351 1774 0.048500 0.251750
879 1999 0.299000 0.028500
1855 198 0.018000 0.409250
567 1424 0.294500 0.359000
1225 1629 0.027000 0.578250
82 1075 0.026500 0.938500
1615 947 0.336250 0.259500
1751 1675 0.116500 0.485250
470 97 0.109250 0.772000
1382 1515 0.345250 0.319000
1754 718 0.688250 0.083500
1554 380 0.058250 0.533500
38 191 0.014250 0.115250
1087 1224 0.229000 0.086000
1433 227 0.152250 0.359250
1058 684 0.154250 0.132000
1012 1792 0.047000 0.093250
1900 1473 0.057000 0.130000
609 1578 0.156750 0.118500
1841 502 0.560000 0.191500
227 1473 0.283500 0.118250
153 7 0.073000 0.682250
378 1273 0.288500 0.149250
1010 1969 0.154500 0.921000
1788 329 0.223500 0.350750
47 1297 0.044750 0.508750
1788 1115 0.195250 0.170500
1232 133 0.283000 0.537000
1674 591 0.610000 0.098000
510 1167 0.100750 0.046500
18 100 0.205000 0.202500
49 1147 0.155000 0.081000
710 1322 0.468250 0.097250
607 1722 0.168250 0.341500
19 938 0.030000 0.400500
379 680 0.078500 0.457750
1459 776 0.058750 0.161500
1682 47 0.370500 0.409750
111 175 0.331750 0.122250
240 1983 0.143750 0.066750
1485 81 0.495500 0.072500
1433 378 0.148750 0.227250
267 1754 0.050750 0.128250
1872 367 0.172000 0.067750
1440 10 0.019000 0.329000
972 1849 0.041750 0.116500
215 1547 0.137000 0.041000
1156 1722 0.167250 0.016250
946 1250 0.013250 0.946500
152 1146 0.114750 0.185250
167 474 0.216250 0.093000
1697 170 0.034000 0.386250
430 1091 0.130750 0.118000
636 1322 0.209250 0.082000
399 97 0.080250 0.647500
24 1649 0.151250 0.125500
645 226 0.045000 0.414000
722 1166 0.143000 0.321500
680 1866 0.114750 0.412750
1058 934 0.221250 0.062250
1365 1650 0.186750 0.064500
1425 478 0.160250 0.081000
391 879 0.027750 0.112250
635 66 0.093750 0.348000
1744 113 0.370000 0.262000
1858 1359 0.096250 0.264500
1549 390 0.065750 0.817000
1684 828 0.032250 0.470000
979 1071 0.903000 0.020250
319 497 0.046000 0.238500
1751 419 0.030000 0.648000
1880 380 0.031750 0.712250
544 582 0.116750 0.418250
1550 1274 0.368500 0.222000
82 235 0.026750 0.967000
1224 1107 0.044500 0.842250
1282 1081 0.212500 0.651000
1365 200 0.372750 0.031750
1028 776 0.037500 0.564250
1059 1111 0.510000 0.080500
1053 1036 0.172750 0.336250
642 1523 0.634000 0.018250
1788 11 0.037250 0.512500
635 1562 0.033250 0.813500
1934 969 0.704250 0.121000
319 133 0.380500 0.080500
395 1404 0.055500 0.347000
1059 603 0.073000 0.796500
1562 899 0.753500 0.026250
1889 1195 0.132750 0.235750
470 319 0.039750 0.095750
734 852 0.184000 0.077750
1352 776 0.097750 0.078500
459 601 0.482500 0.080500
589 1036 0.186250 0.214500
469 1877 0.171750 0.035750
1114 81 0.207250 0.289250
622 1631 0.013500 0.161750
1899 821 0.976500 0.045250
1053 1877 0.034000 0.152250
1937 1115 0.259500 0.090500
1506 804 0.031750 0.988750
1352 1352 0.193250 0.223750
1495 720 0.105500 0.241250
1424 409 0.416750 0.026750
127 942 0.668000 0.015750
302 1940 0.092500 0.100500
1207 1859 0.982750 0.024750
1419 1012 0.230000 0.274250
1074 1081 0.133000 0.126750
113 97 0.023000 0.121000
445 1225 0.312750 0.013000
1390 1195 0.198000 0.338750
923 1259 0.577500 0.016000
267 85 0.073000 0.128000
1638 877 0.430000 0.052750
1453 25 0.146750 0.166000
1422 1110 0.224000 0.585500
1422 1693 0.133000 0.223000
578 1387 0.867750 0.182000
1074 807 0.917750 0.103250
1708 1783 0.309000 0.114750
1571 1244 0.238750 0.469750
1538 227 0.259750 0.074750
541 97 0.080250 0.155000
1639 415 0.240250 0.022250
458 1983 0.428500 0.138750
38 1994 0.135250 0.258000
54 1029 0.301250 0.265000
1382 1115 0.188000 0.095250
1937 1793 0.216500 0.078250
458 260 0.393000 0.346250
689 81 0.244500 0.201500
1889 141 0.059500 0.406250
153 260 0.230000 0.552000
1148 596 0.240000 0.310500
169 590 0.669500 0.130250
761 18 0.147000 0.623250
1829 1756 0.160250 0.354750
1096 1811 0.719750 0.098250
258 1597 0.035250 0.145500
986 640 0.292500 0.014500
1390 1590 0.110750 0.081500
1560 7 0.078250 0.464250
1491 1207 0.059000 0.193250
1899 1365 0.345250 0.027250
710 165 0.040750 0.935250
24 1407 0.015500 0.146000
